Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Marcedes Lewis (JAC, TE)",50.9,5.7,9.0,0.6,1.1,-0.9,-2.3,-3.3,-6.0,-7.7,2.2,0.1,-1.7
"Mychal Rivera (JAC, TE)",62.4,4.2,8.1,1.0,-0.4,-2.4,-3.8,-1.3,-4.0,-5.7,0.5,-1.6,-3.4
"Tyler Eifert (CIN, TE)",56.5,3.8,6.6,1.0,-0.8,-2.8,-4.2,0.3,-2.4,-4.1,-1.8,-3.9,-5.7
"Anthony Fasano (MIA, TE)",38.0,4.2,5.0,0.6,-0.3,-2.3,-3.8,-2.2,-5.0,-6.6,1.2,-0.8,-2.7
"Lance Kendricks (GB, TE)",44.4,3.4,4.7,0.9,-1.2,-3.1,-4.6,0.1,-2.6,-4.3,-2.8,-4.8,-6.7
"Sean McGrath (SD, TE)",41.1,3.4,4.4,0.8,-1.1,-3.1,-4.5,-0.3,-3.1,-4.7,-2.0,-4.0,-5.9
"Clay Harbor (NO, TE)",38.1,2.9,3.5,0.9,-1.6,-3.6,-5.0,-1.3,-4.1,-5.8,-1.7,-3.8,-5.6
"Logan Paulsen (SF, TE)",37.5,2.7,3.1,0.9,-1.9,-3.9,-5.3,-2.6,-5.4,-7.0,-1.3,-3.4,-5.2
"Luke Willson (SEA, TE)",31.3,2.8,2.8,0.7,-1.7,-3.7,-5.1,-1.2,-4.0,-5.6,-2.0,-4.1,-5.9
"Ed Dickson (CAR, TE)",33.3,2.6,2.7,0.9,-2.0,-4.0,-5.4,-2.2,-5.0,-6.7,-1.9,-3.9,-5.8
"Benjamin Watson (BAL, TE)",32.5,2.5,2.5,0.9,-2.1,-4.0,-5.5,-0.8,-3.5,-5.2,-3.1,-5.2,-7.0
"Ryan Griffin (HOU, TE)",26.3,2.6,2.2,0.7,-1.9,-3.9,-5.3,-3.2,-6.0,-7.6,-1.5,-3.5,-5.4
"Cory Harkey (LA, TE)",23.3,2.3,1.7,0.7,-2.2,-4.2,-5.6,-2.5,-5.2,-6.9,-1.5,-3.6,-5.4
"Michael Hoomanawanui (NO, TE)",19.6,2.2,1.3,0.6,-2.4,-4.4,-5.8,-2.2,-5.0,-6.6,-2.3,-4.4,-6.2
"Gavin Escobar (KC, TE)",17.7,2.2,1.2,0.5,-2.4,-4.3,-5.8,-1.6,-4.4,-6.0,-3.1,-5.2,-7.0
"Levine Toilolo (ATL, TE)",17.5,1.8,1.0,0.7,-2.8,-4.8,-6.2,-1.6,-4.3,-6.0,-4.3,-6.3,-8.2
"Rhett Ellison (NYG, TE)",10.8,1.8,0.6,0.4,-2.8,-4.7,-6.2,-4.1,-6.9,-8.5,-2.7,-4.8,-6.6
"Vance McDonald (SF, TE)",11.9,1.2,0.4,0.7,-3.4,-5.3,-6.8,-2.7,-5.4,-7.1,-4.0,-6.1,-7.9
"David Johnson (PIT, TE)",7.0,1.8,0.4,0.3,-2.8,-4.8,-6.2,-2.4,-5.1,-6.8,-4.9,-6.9,-8.8
"Lee Smith (OAK, TE)",7.8,1.0,0.2,0.5,-3.6,-5.6,-7.0,-3.0,-5.7,-7.4,-4.1,-6.1,-8.0
"James Hanna (DAL, TE)",7.3,0.7,0.2,0.7,-3.8,-5.8,-7.2,-3.4,-6.2,-7.8,-4.1,-6.2,-8.0
"Niles Paul (WAS, TE)",5.1,0.4,0.1,0.8,-4.1,-6.1,-7.5,-3.7,-6.5,-8.1,-4.4,-6.5,-8.3
