Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Chris Ivory (JAC, RB)",100.4,7.2,10.9,0.9,2.4,-2.2,-6.6,-1.1,-6.0,-10.4,6.2,1.9,-2.7
"Darren McFadden (DAL, RB)",79.2,8.8,10.5,0.6,4.1,-0.6,-5.0,7.1,2.2,-2.2,-1.4,-5.7,-10.3
"Darren Sproles (PHI, RB)",97.5,7.0,10.2,0.9,2.2,-2.4,-6.8,3.7,-1.2,-5.6,1.0,-3.3,-7.9
"Bilal Powell (NYJ, RB)",95.7,6.4,9.2,1.0,1.6,-3.0,-7.4,3.2,-1.8,-6.1,0.2,-4.1,-8.7
"Doug Martin (TB, RB)",58.2,9.7,8.5,0.4,5.0,0.3,-4.1,5.4,0.4,-4.0,-4.9,-9.2,-13.7
"Lamar Miller (HOU, RB)",90.2,6.0,8.2,1.0,1.3,-3.4,-7.8,3.0,-2.0,-6.4,0.0,-4.3,-8.9
"Jacquizz Rodgers (TB, RB)",89.4,6.0,8.0,1.0,1.2,-3.4,-7.9,4.3,-0.6,-5.0,-1.3,-5.6,-10.2
"LeGarrette Blount (PHI, RB)",87.7,5.8,7.7,1.0,1.1,-3.6,-8.0,-0.6,-5.5,-9.9,3.4,-0.9,-5.5
"Brandon Bolden (NE, RB)",60.0,6.0,5.4,0.7,1.3,-3.4,-7.8,2.2,-2.8,-7.1,0.3,-4.0,-8.6
"Bernard Pierce (DEN, RB)",61.4,4.1,3.8,1.0,-0.6,-5.3,-9.7,1.0,-3.9,-8.3,-1.9,-6.2,-10.8
"Mark Ingram (NO, RB)",49.1,4.9,3.6,0.7,0.2,-4.5,-8.9,-2.8,-7.8,-12.1,0.9,-3.4,-8.0
"Jordan Todman (NYJ, RB)",53.7,3.8,3.1,0.9,-0.9,-5.6,-10.0,-2.6,-7.6,-11.9,1.1,-3.2,-7.8
"Mike James (DET, RB)",37.9,5.4,3.1,0.5,0.7,-4.0,-8.4,-1.7,-6.7,-11.1,7.5,3.2,-1.4
"Matt Asiata (DET, RB)",24.6,4.9,1.8,0.3,0.2,-4.5,-8.9,-4.3,-9.3,-13.7,3.3,-1.0,-5.5
"Benny Cunningham (CHI, RB)",35.8,2.8,1.5,0.9,-2.0,-6.6,-11.1,-3.2,-8.2,-12.5,-0.7,-5.0,-9.6
"Jonathan Stewart (CAR, RB)",22.4,3.7,1.3,0.4,-1.0,-5.7,-10.1,-4.3,-9.3,-13.7,-1.1,-5.4,-10.0
"Knile Davis (PIT, RB)",33.1,2.2,1.1,1.0,-2.5,-7.2,-11.6,-3.4,-8.4,-12.7,-1.2,-5.5,-10.1
"Robert Turbin (IND, RB)",29.1,1.9,0.9,1.0,-2.8,-7.5,-11.9,-2.4,-7.4,-11.7,-2.9,-7.2,-11.8
"Fozzy Whittaker (CAR, RB)",25.7,2.1,0.8,0.8,-2.6,-7.3,-11.7,-2.2,-7.2,-11.6,-2.7,-7.0,-11.6
"Lance Dunbar (LA, RB)",18.9,2.4,0.7,0.5,-2.4,-7.0,-11.5,-3.6,-8.5,-12.9,0.2,-4.1,-8.7
"Derrick Coleman (ATL, RB)",11.9,2.0,0.4,0.4,-2.8,-7.4,-11.8,-3.1,-8.1,-12.5,-1.3,-5.6,-10.2
"Christine Michael (IND, RB)",7.9,2.6,0.3,0.2,-2.1,-6.8,-11.2,-0.6,-5.6,-10.0,-2.8,-7.1,-11.6
"Tommy Bohanon (JAC, RB)",11.9,1.1,0.2,0.7,-3.7,-8.3,-12.7,-2.8,-7.7,-12.1,-4.4,-8.7,-13.2
"Theo Riddick (DET, RB)",11.1,1.0,0.2,0.7,-3.7,-8.4,-12.8,-3.8,-8.8,-13.2,-3.6,-7.9,-12.4
"C.J. Anderson (DEN, RB)",3.8,1.9,0.1,0.1,-2.8,-7.5,-11.9,-2.1,-7.1,-11.5,-3.3,-7.6,-12.1
"Travaris Cadet (NO, RB)",6.5,0.9,0.1,0.5,-3.8,-8.5,-12.9,-1.2,-6.2,-10.5,-4.8,-9.1,-13.7
"Taiwan Jones (OAK, RB)",5.8,0.4,0.0,0.9,-4.3,-9.0,-13.4,-4.0,-9.0,-13.4,-4.4,-8.7,-13.3
"Patrick DiMarco (BUF, RB)",4.6,0.5,0.0,0.6,-4.2,-8.9,-13.3,-3.5,-8.5,-12.8,-4.5,-8.8,-13.4
"Mike Gillislee (NE, RB)",2.1,1.1,0.0,0.1,-3.7,-8.3,-12.8,-4.3,-9.3,-13.7,-3.8,-8.1,-12.7
"Spencer Ware (KC, RB)",1.0,1.0,0.0,0.1,-3.7,-8.4,-12.8,-3.3,-8.3,-12.7,-4.9,-9.2,-13.7
"Joe Banyard (BUF, RB)",1.1,0.6,0.0,0.1,-4.2,-8.8,-13.3,-4.3,-9.3,-13.7,-4.3,-8.6,-13.2
"Kenjon Barner (SD, RB)",1.4,0.3,0.0,0.3,-4.4,-9.1,-13.5,-3.9,-8.9,-13.3,-4.6,-8.9,-13.4
"Cedric Peerman (CIN, RB)",1.7,0.2,0.0,0.7,-4.6,-9.2,-13.7,-4.2,-9.1,-13.5,-4.7,-9.0,-13.6
"Shaun Draughn (NYG, RB)",0.2,0.2,0.0,0.1,-4.5,-9.2,-13.6,-4.1,-9.1,-13.5,-4.9,-9.2,-13.7
"Kerwynn Williams (ARI, RB)",0.0,0.0,0.0,0.1,-4.7,-9.4,-13.8,-4.3,-9.3,-13.7,-4.9,-9.2,-13.7
"Chris Thompson (WAS, RB)",0.0,0.0,0.0,0.3,-4.7,-9.4,-13.8,-4.3,-9.3,-13.7,-4.9,-9.2,-13.7
