Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Antonio Brown (PIT, WR)",207.3,14.8,76.8,0.9,5.9,5.9,4.8,4.6,4.4,3.3,7.8,8.0,5.7
"DeAndre Hopkins (HOU, WR)",213.8,14.3,76.2,1.0,5.4,5.3,4.2,6.6,6.4,5.3,4.0,4.3,2.0
"Tyreek Hill (KC, WR)",164.2,10.9,45.0,1.0,2.1,2.0,0.9,1.1,0.9,-0.2,3.1,3.3,1.0
"Keenan Allen (SD, WR)",156.9,10.5,41.1,1.0,1.6,1.5,0.5,-0.5,-0.6,-1.7,3.9,4.1,1.8
"Julio Jones (ATL, WR)",155.9,10.4,40.5,1.0,1.5,1.5,0.4,0.5,0.3,-0.8,2.1,2.4,0.1
"Davante Adams (GB, WR)",148.5,10.6,39.4,0.9,1.7,1.7,0.6,1.2,1.1,-0.0,2.1,2.3,0.0
"A.J. Green (CIN, WR)",150.1,10.0,37.6,1.0,1.1,1.1,0.0,3.3,3.1,2.0,-1.0,-0.8,-3.1
"Marvin Jones (DET, WR)",150.0,10.0,37.5,1.0,1.1,1.1,-0.0,0.3,0.2,-0.9,1.5,1.8,-0.5
"Michael Thomas (NO, WR)",145.1,9.7,35.1,1.0,0.8,0.7,-0.3,0.5,0.3,-0.8,0.8,1.0,-1.3
"Larry Fitzgerald (ARI, WR)",144.9,9.7,35.0,1.0,0.8,0.7,-0.3,1.3,1.1,0.0,0.1,0.3,-2.0
"Adam Thielen (MIN, WR)",142.7,9.5,34.0,1.0,0.6,0.6,-0.5,0.2,0.0,-1.1,1.1,1.4,-0.9
"Brandin Cooks (LA, WR)",139.5,9.3,32.5,1.0,0.4,0.4,-0.7,1.4,1.2,0.1,-0.7,-0.4,-2.7
"Robby Anderson (NYJ, WR)",136.7,9.1,31.2,1.0,0.2,0.2,-0.9,-0.4,-0.5,-1.6,0.9,1.1,-1.2
"Jarvis Landry (CLE, WR)",132.8,8.9,29.4,1.0,-0.0,-0.1,-1.2,0.1,-0.1,-1.2,-0.4,-0.2,-2.5
"Alshon Jeffery (PHI, WR)",132.1,8.8,29.1,1.0,-0.1,-0.1,-1.2,-0.6,-0.8,-1.9,0.5,0.7,-1.6
"Stefon Diggs (MIN, WR)",122.3,9.4,28.8,0.9,0.5,0.5,-0.6,2.9,2.7,1.6,-1.8,-1.5,-3.8
"Mike Evans (TB, WR)",124.6,8.9,27.7,0.9,0.0,-0.0,-1.1,2.8,2.6,1.5,-2.9,-2.7,-5.0
"Doug Baldwin (SEA, WR)",125.3,8.4,26.2,1.0,-0.5,-0.6,-1.7,-0.2,-0.4,-1.5,-1.0,-0.8,-3.1
"Nelson Agholor (PHI, WR)",123.7,8.2,25.5,1.0,-0.6,-0.7,-1.8,0.6,0.4,-0.7,-2.1,-1.8,-4.1
"JuJu Smith-Schuster (PIT, WR)",113.4,8.7,24.7,0.9,-0.2,-0.2,-1.3,0.2,0.1,-1.0,-0.5,-0.2,-2.5
"Devin Funchess (CAR, WR)",121.2,8.1,24.5,1.0,-0.8,-0.9,-1.9,-1.3,-1.5,-2.6,-0.2,0.0,-2.3
"Robert Woods (LA, WR)",107.3,8.9,24.0,0.8,0.0,0.0,-1.1,-2.7,-2.9,-4.0,4.1,4.4,2.1
"T.Y. Hilton (IND, WR)",117.2,7.8,22.9,1.0,-1.1,-1.1,-2.2,-1.0,-1.2,-2.3,-1.2,-1.0,-3.3
"Cooper Kupp (LA, WR)",114.9,7.7,22.0,1.0,-1.2,-1.3,-2.3,-1.0,-1.2,-2.3,-1.7,-1.5,-3.8
"Golden Tate (DET, WR)",114.1,7.6,21.7,1.0,-1.3,-1.3,-2.4,-0.1,-0.3,-1.4,-2.6,-2.3,-4.6
"Kenny Stills (MIA, WR)",113.3,7.6,21.4,1.0,-1.3,-1.4,-2.5,-0.2,-0.3,-1.4,-2.6,-2.4,-4.7
"Demaryius Thomas (DEN, WR)",111.2,7.4,20.6,1.0,-1.5,-1.5,-2.6,-1.8,-2.0,-3.1,-1.4,-1.2,-3.5
"Rishard Matthews (TEN, WR)",102.5,7.9,20.2,0.9,-1.0,-1.1,-2.1,-1.6,-1.8,-2.9,-0.3,-0.0,-2.3
"Marquise Goodwin (SF, WR)",102.8,6.9,17.6,1.0,-2.0,-2.1,-3.2,-3.6,-3.8,-4.9,-0.2,0.0,-2.3
"Jamison Crowder (WAS, WR)",91.9,6.6,15.1,0.9,-2.3,-2.4,-3.4,-4.4,-4.6,-5.7,-0.4,-0.2,-2.5
