Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Todd Gurley (LA, RB)",307.1,21.9,76.5,0.9,10.0,9.8,4.3,13.7,14.2,8.5,5.0,3.7,0.2
"Christian McCaffrey (CAR, RB)",274.5,18.3,57.0,1.0,6.3,6.2,0.7,1.0,1.4,-4.3,11.0,9.6,6.1
"Saquon Barkley (NYG, RB)",272.6,18.2,56.2,1.0,6.2,6.1,0.5,6.3,6.7,1.0,6.1,4.8,1.3
"Alvin Kamara (NO, RB)",267.2,17.8,54.0,1.0,5.8,5.7,0.2,7.5,7.9,2.2,4.3,3.0,-0.5
"Kareem Hunt (CLE, RB)",204.2,18.6,43.0,0.7,6.6,6.4,0.9,6.5,7.0,1.2,7.3,5.9,2.4
"James Conner (PIT, RB)",211.6,17.6,42.4,0.8,5.7,5.5,0.0,9.0,9.4,3.7,1.2,-0.2,-3.7
"Joe Mixon (CIN, RB)",189.7,14.6,31.4,0.9,2.6,2.5,-3.0,3.8,4.2,-1.5,1.6,0.2,-3.3
"David Johnson (ARI, RB)",187.8,12.5,26.7,1.0,0.6,0.4,-5.1,-0.1,0.3,-5.4,1.4,0.0,-3.5
"Phillip Lindsay (DEN, RB)",187.8,12.5,26.7,1.0,0.6,0.4,-5.1,-0.3,0.1,-5.6,1.6,0.2,-3.3
"Derrick Henry (TEN, RB)",175.8,11.7,23.4,1.0,-0.3,-0.4,-5.9,-6.1,-5.7,-11.4,4.9,3.5,0.0
"Chris Carson (SEA, RB)",162.5,12.5,23.1,0.9,0.5,0.4,-5.1,-1.0,-0.6,-6.3,1.8,0.4,-3.0
"Nick Chubb (CLE, RB)",172.5,11.5,22.5,1.0,-0.5,-0.6,-6.1,-5.3,-4.9,-10.6,5.1,3.7,0.2
"Adrian Peterson (WAS, RB)",169.0,11.3,21.6,1.0,-0.7,-0.8,-6.4,2.6,3.0,-2.7,-3.6,-5.0,-8.5
"Marlon Mack (IND, RB)",141.3,12.8,20.6,0.7,0.9,0.7,-4.8,5.3,5.7,0.0,-1.8,-3.2,-6.6
"Aaron Jones (GB, RB)",145.4,12.1,20.0,0.8,0.1,0.0,-5.5,-2.9,-2.5,-8.2,2.3,0.9,-2.6
"Tevin Coleman (SF, RB)",150.2,10.0,17.1,1.0,-2.0,-2.1,-7.6,-1.8,-1.4,-7.1,-2.1,-3.5,-7.0
"Lamar Miller (HOU, RB)",136.0,10.5,16.2,0.9,-1.5,-1.7,-7.2,-1.0,-0.6,-6.3,-2.0,-3.4,-6.9
"Sony Michel (NE, RB)",127.1,10.6,15.3,0.8,-1.4,-1.5,-7.0,-0.4,0.0,-5.7,-2.3,-3.7,-7.2
"Matt Breida (SF, RB)",135.5,9.7,14.9,0.9,-2.3,-2.4,-8.0,-2.4,-2.0,-7.7,-2.0,-3.4,-6.9
"Jordan Howard (PHI, RB)",136.6,9.1,14.1,1.0,-2.9,-3.0,-8.5,-2.5,-2.1,-7.8,-3.2,-4.6,-8.1
"Kerryon Johnson (DET, RB)",107.4,10.7,13.1,0.7,-1.2,-1.4,-6.9,-1.9,-1.4,-7.2,0.7,-0.7,-4.2
"Isaiah Crowell (OAK, RB)",119.7,9.2,12.5,0.9,-2.8,-2.9,-8.4,-0.8,-0.4,-6.1,-5.7,-7.1,-10.5
"Peyton Barber (TB, RB)",123.5,8.2,11.5,1.0,-3.7,-3.9,-9.4,-4.5,-4.0,-9.8,-3.1,-4.5,-8.0
"Gus Edwards (BAL, RB)",78.2,7.8,6.9,0.7,-4.1,-4.3,-9.8,-9.6,-9.2,-14.9,-2.0,-3.4,-6.9
"Frank Gore (BUF, RB)",90.6,6.5,6.7,0.9,-5.5,-5.6,-11.2,-5.3,-4.9,-10.6,-5.6,-7.0,-10.5
