Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Travis Kelce (KC, TE)",185.4,12.4,94.0,1.0,6.1,6.7,3.7,4.4,5.0,2.2,7.8,8.3,5.0
"Zach Ertz (PHI, TE)",162.8,10.9,72.5,1.0,4.6,5.2,2.2,3.7,4.3,1.5,5.4,5.9,2.6
"George Kittle (SF, TE)",147.8,9.9,59.8,1.0,3.6,4.2,1.2,2.2,2.8,0.0,5.0,5.4,2.2
"Eric Ebron (IND, TE)",144.2,9.6,56.9,1.0,3.3,3.9,1.0,3.6,4.1,1.4,2.9,3.4,0.1
"Jared Cook (NO, TE)",122.8,8.2,41.3,1.0,1.9,2.5,-0.5,2.8,3.3,0.5,1.1,1.6,-1.7
"O.J. Howard (TB, TE)",86.5,8.7,30.7,0.7,2.4,3.0,0.0,2.0,2.5,-0.2,2.8,3.3,0.0
"Trey Burton (CHI, TE)",87.8,5.9,21.1,1.0,-0.4,0.2,-2.8,1.8,2.3,-0.4,-2.4,-2.0,-5.2
"Kyle Rudolph (MIN, TE)",85.5,5.7,20.0,1.0,-0.6,0.0,-3.0,-1.1,-0.5,-3.3,-0.1,0.3,-3.0
"David Njoku (CLE, TE)",81.7,5.8,19.6,0.9,-0.4,0.1,-2.8,-0.6,-0.1,-2.8,-0.3,0.1,-3.2
"Austin Hooper (ATL, TE)",83.3,5.6,19.0,1.0,-0.7,-0.1,-3.1,-0.3,0.3,-2.5,-1.1,-0.7,-4.0
"Vance McDonald (PIT, TE)",79.1,5.6,18.3,0.9,-0.6,-0.1,-3.0,-0.6,0.0,-2.8,-0.7,-0.2,-3.5
"Evan Engram (NYG, TE)",65.2,6.5,17.4,0.7,0.2,0.8,-2.1,-1.1,-0.5,-3.3,1.5,1.9,-1.3
"Chris Herndon (NYJ, TE)",73.4,5.6,17.0,0.9,-0.6,-0.1,-3.0,-0.9,-0.3,-3.1,-0.4,0.0,-3.3
"Jimmy Graham (GB, TE)",73.5,4.9,14.8,1.0,-1.4,-0.8,-3.8,-0.4,0.1,-2.7,-2.2,-1.8,-5.1
"Jordan Reed (WAS, TE)",65.8,5.1,13.7,0.9,-1.2,-0.6,-3.6,-1.6,-1.1,-3.9,-0.8,-0.4,-3.7
"Mark Andrews (BAL, TE)",67.8,4.5,12.6,1.0,-1.8,-1.2,-4.1,-2.7,-2.1,-4.9,-0.8,-0.4,-3.7
"C.J. Uzomah (CIN, TE)",61.3,4.1,10.3,1.0,-2.2,-1.6,-4.6,-2.8,-2.2,-5.0,-1.6,-1.2,-4.5
"Jesse James (DET, TE)",54.3,3.9,8.6,0.9,-2.4,-1.8,-4.8,-1.7,-1.1,-3.9,-3.2,-2.8,-6.0
"Benjamin Watson (NE, TE)",49.1,4.1,8.2,0.8,-2.2,-1.6,-4.6,-1.8,-1.2,-4.0,-2.7,-2.3,-5.5
"Vernon Davis (WAS, TE)",48.7,3.7,7.5,0.9,-2.5,-2.0,-4.9,-2.8,-2.2,-5.0,-2.4,-1.9,-5.2
