Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Rob Gronkowski (NE, TE)",218.1,14.5,145.7,1.0,9.7,9.2,7.7,6.6,6.5,4.5,12.5,11.8,9.8
"Jimmy Graham (SEA, TE)",179.3,12.0,98.5,1.0,7.1,6.6,5.2,7.9,7.8,5.8,6.3,5.6,3.6
"Jason Witten (DAL, TE)",117.3,7.8,42.2,1.0,3.0,2.4,1.0,4.6,4.5,2.5,1.6,0.9,-1.1
"Antonio Gates (SD, TE)",103.2,8.6,40.8,0.8,3.7,3.2,1.8,1.7,1.6,-0.3,4.8,4.1,2.1
"Vernon Davis (WAS, TE)",100.9,6.7,31.2,1.0,1.9,1.3,-0.1,2.0,1.9,-0.1,1.8,1.1,-0.8
"Brent Celek (PHI, TE)",96.5,6.4,28.5,1.0,1.6,1.0,-0.4,-0.1,-0.2,-2.2,3.1,2.4,0.4
"Jermaine Gresham (ARI, TE)",88.4,6.8,27.6,0.9,1.9,1.4,0.0,2.0,2.0,0.0,1.9,1.2,-0.8
"Jared Cook (OAK, TE)",83.6,5.6,21.4,1.0,0.7,0.2,-1.2,0.8,0.7,-1.3,0.7,0.0,-2.0
"Greg Olsen (CAR, TE)",82.0,5.5,20.6,1.0,0.6,0.1,-1.3,2.7,2.6,0.6,-1.7,-2.4,-4.4
"Ed Dickson (CAR, TE)",80.8,5.4,20.0,1.0,0.5,0.0,-1.4,-0.1,-0.2,-2.2,1.1,0.4,-1.6
"Anthony Fasano (MIA, TE)",74.0,5.3,18.0,0.9,0.4,-0.1,-1.5,-1.8,-1.9,-3.8,2.7,2.0,0.0
"Benjamin Watson (BAL, TE)",53.0,4.1,9.9,0.9,-0.8,-1.3,-2.7,0.9,0.8,-1.2,-2.6,-3.4,-5.3
"Kyle Rudolph (MIN, TE)",41.4,3.2,6.1,0.9,-1.7,-2.2,-3.6,-2.9,-3.0,-5.0,-0.2,-0.9,-2.9
"Marcedes Lewis (JAC, TE)",42.7,3.1,6.0,0.9,-1.8,-2.3,-3.8,-2.3,-2.4,-4.4,-1.2,-2.0,-3.9
"Delanie Walker (TEN, TE)",38.3,2.9,5.2,0.9,-1.9,-2.4,-3.9,0.1,0.0,-2.0,-3.6,-4.3,-6.3
"Charles Clay (BUF, TE)",35.2,2.9,4.7,0.8,-1.9,-2.5,-3.9,-3.2,-3.3,-5.3,-1.0,-1.7,-3.6
"Lance Kendricks (GB, TE)",27.0,1.9,2.4,0.9,-2.9,-3.5,-4.9,-2.4,-2.5,-4.5,-3.4,-4.1,-6.1
"Clay Harbor (NO, TE)",21.4,1.6,1.6,0.9,-3.2,-3.7,-5.2,-1.9,-2.0,-3.9,-4.0,-4.7,-6.7
"Martellus Bennett (GB, TE)",13.9,1.3,0.8,0.7,-3.6,-4.1,-5.5,-4.1,-4.2,-6.2,-2.9,-3.6,-5.6
"Logan Paulsen (SF, TE)",10.9,1.1,0.5,0.7,-3.8,-4.3,-5.7,-2.4,-2.5,-4.5,-4.1,-4.8,-6.8
