Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"C.J. Anderson (DEN, RB)",103.3,7.4,8.1,0.9,-1.1,-3.8,-5.2,-1.2,-4.4,-7.2,0.5,-2.4,-4.0
"Bilal Powell (NYJ, RB)",88.1,8.0,7.5,0.7,-0.5,-3.2,-4.6,-3.2,-6.4,-9.2,3.1,0.2,-1.3
"Matt Jones (WAS, RB)",95.4,7.3,7.4,0.9,-1.2,-3.9,-5.2,-0.0,-3.2,-6.0,-0.7,-3.6,-5.2
"Carlos Hyde (SF, RB)",68.3,9.8,7.1,0.5,1.3,-1.4,-2.8,2.2,-1.0,-3.8,-7.9,-10.8,-12.4
"Tim Hightower (SF, RB)",57.7,11.5,7.1,0.3,3.0,0.3,-1.0,-7.6,-10.8,-13.6,3.6,0.7,-0.8
"Marshawn Lynch (OAK, RB)",67.7,9.7,7.0,0.5,1.2,-1.5,-2.9,1.9,-1.3,-4.1,3.1,0.2,-1.4
"Duke Johnson (CLE, RB)",98.8,6.6,6.9,1.0,-1.9,-4.6,-6.0,-0.4,-3.6,-6.4,-1.9,-4.8,-6.4
"Javorius Allen (BAL, RB)",93.9,6.3,6.2,1.0,-2.2,-4.9,-6.3,-4.9,-8.0,-10.8,2.4,-0.5,-2.1
"Alfred Blue (HOU, RB)",86.3,6.6,6.1,0.9,-1.9,-4.6,-5.9,-2.0,-5.2,-8.0,0.0,-2.9,-4.5
"Shane Vereen (NYG, RB)",91.1,6.1,5.9,1.0,-2.4,-5.1,-6.5,-0.6,-3.8,-6.6,-2.9,-5.8,-7.4
"Ameer Abdullah (DET, RB)",87.0,5.8,5.4,1.0,-2.7,-5.4,-6.8,-2.1,-5.3,-8.1,-1.8,-4.7,-6.2
"Mike Gillislee (NE, RB)",44.8,11.2,5.3,0.3,2.7,0.0,-1.4,-7.6,-10.8,-13.6,3.3,0.4,-1.2
"Spencer Ware (KC, RB)",63.2,7.9,5.3,0.5,-0.6,-3.3,-4.7,-3.6,-6.8,-9.6,1.3,-1.6,-3.2
"Darren Sproles (PHI, RB)",84.1,5.6,5.0,1.0,-2.9,-5.6,-7.0,-2.7,-5.9,-8.7,-1.7,-4.6,-6.1
"Melvin Gordon (SD, RB)",75.3,5.4,4.3,0.9,-3.1,-5.8,-7.2,-2.4,-5.6,-8.4,-2.3,-5.2,-6.8
"Alfred Morris (DAL, RB)",77.8,5.2,4.3,1.0,-3.3,-6.0,-7.4,-2.8,-6.0,-8.8,-2.3,-5.2,-6.8
"Andre Ellington (ARI, RB)",58.8,6.5,4.1,0.6,-2.0,-4.7,-6.0,-0.7,-3.9,-6.7,-1.8,-4.7,-6.2
"Chris Thompson (WAS, RB)",55.7,4.6,2.7,0.8,-3.9,-6.6,-7.9,-2.1,-5.2,-8.1,-4.1,-7.0,-8.6
"Shaun Draughn (NYG, RB)",50.9,4.6,2.5,0.7,-3.9,-6.6,-7.9,-7.3,-10.5,-13.3,0.4,-2.5,-4.1
"Jerick McKinnon (MIN, RB)",57.6,3.8,2.4,1.0,-4.7,-7.4,-8.7,-5.9,-9.1,-11.9,-2.2,-5.1,-6.6
"Brandon Bolden (NE, RB)",47.1,4.3,2.1,0.7,-4.2,-6.9,-8.3,-7.0,-10.2,-13.0,-2.2,-5.1,-6.7
"Bishop Sankey (MIN, RB)",41.6,3.8,1.7,0.7,-4.7,-7.4,-8.8,-2.8,-6.0,-8.8,-5.8,-8.7,-10.3
"Jay Ajayi (MIA, RB)",33.5,4.2,1.5,0.5,-4.3,-7.0,-8.4,-7.6,-10.8,-13.6,-3.7,-6.6,-8.2
"Tevin Coleman (ATL, RB)",40.6,3.4,1.5,0.8,-5.1,-7.8,-9.2,-3.7,-6.9,-9.7,-5.0,-7.9,-9.5
"Ka'Deem Carey (CHI, RB)",32.8,4.1,1.4,0.5,-4.4,-7.1,-8.5,-7.6,-10.8,-13.6,-3.2,-6.1,-7.7
"Robert Turbin (IND, RB)",27.7,3.1,0.9,0.6,-5.4,-8.1,-9.5,-5.3,-8.5,-11.3,-4.4,-7.3,-8.9
"Kerwynn Williams (ARI, RB)",19.8,4.0,0.8,0.3,-4.5,-7.2,-8.6,-7.3,-10.4,-13.2,-3.0,-5.9,-7.5
"Andre Williams (SD, RB)",29.8,2.0,0.6,1.0,-6.5,-9.2,-10.6,-5.0,-8.2,-11.0,-6.6,-9.5,-11.1
"Terrance West (BAL, RB)",18.8,2.7,0.5,0.5,-5.8,-8.5,-9.9,-7.0,-10.2,-13.0,-4.4,-7.3,-8.8
"Orleans Darkwa (NYG, RB)",24.4,2.0,0.5,0.8,-6.5,-9.2,-10.5,-4.9,-8.1,-10.9,-6.3,-9.2,-10.8
