Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Aaron Rodgers (GB, QB)",343.8,22.9,35.5,1.0,5.6,5.7,3.6,4.1,4.0,2.0,7.0,7.9,4.7
"Matt Ryan (ATL, QB)",314.0,20.9,29.7,1.0,3.6,3.7,1.7,4.8,4.7,2.7,2.4,3.2,0.0
"Drew Brees (NO, QB)",312.3,20.8,29.3,1.0,3.5,3.6,1.5,5.6,5.5,3.5,1.8,2.6,-0.6
"Andrew Luck (IND, QB)",285.2,20.4,26.2,0.9,3.1,3.2,1.1,3.3,3.2,1.2,2.8,3.6,0.4
"Kirk Cousins (WAS, QB)",289.2,19.3,25.1,1.0,2.0,2.1,0.0,0.1,-0.0,-2.0,4.2,5.0,1.8
"Dak Prescott (DAL, QB)",284.5,19.0,24.3,1.0,1.7,1.8,-0.3,1.6,1.4,-0.6,1.9,2.7,-0.5
"Marcus Mariota (TEN, QB)",260.7,17.4,20.4,1.0,0.1,0.2,-1.9,0.2,0.0,-2.0,0.1,0.9,-2.3
"Derek Carr (OAK, QB)",258.2,17.2,20.0,1.0,-0.1,0.0,-2.1,2.1,2.0,0.0,-2.6,-1.7,-4.9
"Matthew Stafford (DET, QB)",257.9,17.2,20.0,1.0,-0.1,0.0,-2.1,1.6,1.5,-0.5,-2.0,-1.2,-4.4
"Ben Roethlisberger (PIT, QB)",246.2,17.6,19.5,0.9,0.3,0.4,-1.7,2.1,1.9,-0.1,-0.9,-0.1,-3.3
"Blake Bortles (JAC, QB)",252.0,16.8,19.1,1.0,-0.5,-0.4,-2.5,0.0,-0.1,-2.1,-0.9,-0.0,-3.2
"Russell Wilson (SEA, QB)",249.3,16.6,18.7,1.0,-0.7,-0.6,-2.7,-4.8,-4.9,-6.9,3.0,3.9,0.7
"Andy Dalton (CIN, QB)",247.2,16.5,18.4,1.0,-0.8,-0.7,-2.8,0.7,0.5,-1.4,-2.5,-1.7,-4.8
"Philip Rivers (SD, QB)",244.2,16.3,17.9,1.0,-1.0,-0.9,-3.0,-0.8,-0.9,-2.9,-1.2,-0.4,-3.6
"Jameis Winston (TB, QB)",240.5,16.0,17.4,1.0,-1.3,-1.2,-3.2,-0.7,-0.8,-2.8,-1.7,-0.8,-4.0
"Carson Palmer (ARI, QB)",221.1,15.8,15.7,0.9,-1.5,-1.4,-3.5,-2.1,-2.2,-4.2,-0.8,0.0,-3.2
"Joe Flacco (BAL, QB)",225.3,15.0,15.3,1.0,-2.3,-2.2,-4.3,-4.5,-4.7,-6.6,-0.2,0.6,-2.6
"Eli Manning (NYG, QB)",217.0,14.5,14.2,1.0,-2.8,-2.7,-4.8,-3.9,-4.1,-6.1,-1.8,-0.9,-4.1
"Sam Bradford (MIN, QB)",198.5,14.2,12.7,0.9,-3.1,-3.0,-5.1,-3.6,-3.7,-5.7,-2.6,-1.8,-5.0
"Carson Wentz (PHI, QB)",189.9,12.7,10.8,1.0,-4.6,-4.5,-6.6,-4.2,-4.3,-6.3,-4.9,-4.1,-7.3
