Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"Travis Kelce (KC, TE)",135.2,9.0,31.2,1.0,3.7,1.8,0.5,2.8,0.8,-0.4,4.6,2.6,1.3
"Delanie Walker (TEN, TE)",119.6,8.5,26.1,0.9,3.2,1.3,0.0,3.2,1.2,0.0,3.4,1.3,0.0
"Greg Olsen (CAR, TE)",123.1,8.2,25.8,1.0,2.9,1.0,-0.3,5.4,3.4,2.2,0.8,-1.3,-2.6
"Jimmy Graham (SEA, TE)",117.9,7.9,23.7,1.0,2.5,0.6,-0.7,1.7,-0.3,-1.5,3.4,1.3,0.0
"Cameron Brate (TB, TE)",114.0,7.6,22.2,1.0,2.3,0.4,-0.9,1.0,-1.0,-2.3,3.6,1.5,0.2
"Jordan Reed (WAS, TE)",94.6,8.6,20.8,0.7,3.3,1.4,0.1,4.8,2.8,1.5,1.7,-0.4,-1.7
"Kyle Rudolph (MIN, TE)",108.3,7.2,20.0,1.0,1.9,0.0,-1.3,2.0,0.0,-1.2,1.9,-0.1,-1.4
"Martellus Bennett (GB, TE)",103.8,6.9,18.4,1.0,1.6,-0.3,-1.6,2.9,0.9,-0.3,0.3,-1.8,-3.1
"Rob Gronkowski (NE, TE)",72.0,9.0,16.6,0.5,3.7,1.8,0.5,5.9,3.9,2.7,-2.5,-4.6,-5.9
"Tyler Eifert (CIN, TE)",69.4,8.7,15.4,0.5,3.3,1.5,0.1,3.4,1.4,0.2,3.4,1.3,0.0
"Hunter Henry (SD, TE)",83.9,7.0,15.0,0.8,1.6,-0.2,-1.6,2.0,0.0,-1.2,1.4,-0.7,-2.0
"Antonio Gates (SD, TE)",83.3,6.9,14.8,0.8,1.6,-0.3,-1.6,0.0,-2.0,-3.2,3.4,1.3,-0.0
"Zach Miller (CHI, TE)",72.6,7.3,13.5,0.7,1.9,0.0,-1.3,2.0,0.0,-1.2,2.3,0.3,-1.0
"Eric Ebron (DET, TE)",77.1,6.4,12.7,0.8,1.1,-0.8,-2.1,1.8,-0.2,-1.4,0.7,-1.4,-2.7
"Zach Ertz (PHI, TE)",79.7,6.1,12.5,0.9,0.8,-1.1,-2.4,-2.2,-4.2,-5.4,2.8,0.7,-0.6
"Jason Witten (DAL, TE)",82.3,5.9,12.4,0.9,0.5,-1.3,-2.7,-0.2,-2.2,-3.4,1.4,-0.6,-1.9
"Coby Fleener (NO, TE)",83.5,5.6,11.9,1.0,0.2,-1.7,-3.0,2.0,-0.0,-1.3,-1.1,-3.2,-4.5
"Charles Clay (BUF, TE)",77.2,5.5,10.9,0.9,0.2,-1.7,-3.0,-1.7,-3.7,-5.0,3.0,0.9,-0.4
"Jack Doyle (IND, TE)",79.4,5.3,10.8,1.0,-0.1,-1.9,-3.2,1.8,-0.2,-1.4,-1.9,-4.0,-5.3
"Vance McDonald (SF, TE)",63.1,6.3,10.2,0.7,1.0,-0.9,-2.2,0.1,-1.9,-3.2,2.1,0.0,-1.3
"C.J. Fiedorowicz (HOU, TE)",72.7,5.2,9.7,0.9,-0.2,-2.0,-3.3,0.6,-1.4,-2.7,-0.8,-2.9,-4.2
"Dwayne Allen (NE, TE)",67.2,5.2,8.9,0.9,-0.2,-2.1,-3.4,0.0,-2.0,-3.2,-0.2,-2.2,-3.5
"Vernon Davis (WAS, TE)",65.4,4.7,7.8,0.9,-0.7,-2.5,-3.9,0.2,-1.8,-3.0,-1.3,-3.4,-4.7
"Julius Thomas (MIA, TE)",52.1,5.8,7.7,0.6,0.4,-1.4,-2.8,1.6,-0.4,-1.7,-1.4,-3.5,-4.8
"Lance Kendricks (GB, TE)",58.7,3.9,5.9,1.0,-1.4,-3.3,-4.6,-0.9,-2.9,-4.1,-1.7,-3.8,-5.1
"Dion Sims (CHI, TE)",49.6,4.1,5.2,0.8,-1.2,-3.1,-4.4,-3.3,-5.3,-6.5,0.4,-1.6,-2.9
"Clive Walford (OAK, TE)",52.2,3.7,5.0,0.9,-1.6,-3.5,-4.8,-1.6,-3.6,-4.9,-1.4,-3.4,-4.7
"Ryan Griffin (HOU, TE)",53.2,3.5,4.8,1.0,-1.8,-3.7,-5.0,-2.5,-4.5,-5.7,-0.8,-2.8,-4.1
"Jermaine Gresham (ARI, TE)",51.0,3.4,4.4,1.0,-1.9,-3.8,-5.1,-3.8,-5.8,-7.1,0.5,-1.6,-2.9
"Jesse James (PIT, TE)",50.2,3.3,4.3,1.0,-2.0,-3.9,-5.2,-0.3,-2.3,-3.6,-3.3,-5.3,-6.6
"Austin Hooper (ATL, TE)",45.1,3.5,4.0,0.9,-1.9,-3.8,-5.1,-1.5,-3.5,-4.8,-2.0,-4.1,-5.4
"Garrett Celek (SF, TE)",44.1,3.4,3.8,0.9,-2.0,-3.8,-5.2,-2.8,-4.8,-6.1,-1.0,-3.1,-4.4
"Jared Cook (OAK, TE)",36.1,4.0,3.7,0.6,-1.3,-3.2,-4.5,-3.4,-5.4,-6.6,-0.2,-2.2,-3.6
"Levine Toilolo (ATL, TE)",36.6,3.1,2.9,0.8,-2.3,-4.2,-5.5,-2.6,-4.6,-5.8,-1.8,-3.9,-5.2
"Will Tye (NYG, TE)",40.8,2.7,2.8,1.0,-2.6,-4.5,-5.8,-3.0,-5.0,-6.3,-2.1,-4.1,-5.4
"Erik Swoope (IND, TE)",33.5,3.0,2.6,0.7,-2.3,-4.2,-5.5,-2.7,-4.7,-5.9,-1.8,-3.8,-5.2
"Richard Rodgers (GB, TE)",37.7,2.7,2.6,0.9,-2.7,-4.5,-5.8,-2.8,-4.8,-6.0,-2.4,-4.5,-5.8
"Trey Burton (PHI, TE)",34.8,2.7,2.4,0.9,-2.7,-4.5,-5.9,-2.7,-4.7,-6.0,-2.4,-4.5,-5.8
"C.J. Uzomah (CIN, TE)",22.1,3.2,1.8,0.5,-2.2,-4.1,-5.4,-1.9,-3.9,-5.2,-2.5,-4.6,-5.9
"Virgil Green (DEN, TE)",22.0,2.4,1.4,0.6,-2.9,-4.8,-6.1,-1.4,-3.4,-4.7,-3.9,-6.0,-7.3
