Player,Total Pts,Avg Pts,Auction Value,Availability,+/-,+/- median,+/- top qtr,1-8 +/-,1-8 +/- median,1-8 +/- top qtr,9-16 +/-,9-16 +/- median,9-16 +/- top qtr
"David Johnson (ARI, RB)",321.4,21.4,68.9,1.0,12.7,9.9,7.1,11.3,7.0,5.1,15.2,12.1,8.8
"Ezekiel Elliott (DAL, RB)",293.4,19.6,57.5,1.0,10.9,8.0,5.2,9.3,4.9,3.1,13.1,10.0,6.6
"Le'Veon Bell (PIT, RB)",240.4,20.0,48.2,0.8,11.3,8.5,5.7,6.4,2.1,0.2,14.5,11.4,8.0
"LeSean McCoy (BUF, RB)",244.7,17.5,42.8,0.9,8.8,5.9,3.2,7.6,3.3,1.4,10.8,7.7,4.3
"DeMarco Murray (TEN, RB)",238.9,15.9,38.1,1.0,7.2,4.4,1.6,9.4,5.0,3.2,5.7,2.6,-0.8
"Melvin Gordon (SD, RB)",209.6,16.1,33.8,0.9,7.4,4.6,1.8,8.6,4.3,2.4,6.7,3.6,0.2
"LeGarrette Blount (PHI, RB)",214.8,14.3,30.8,1.0,5.6,2.8,0.0,6.2,1.9,0.0,5.9,2.8,-0.6
"Devonta Freeman (ATL, RB)",206.4,13.8,28.4,1.0,5.1,2.2,-0.6,4.6,0.3,-1.6,6.5,3.4,0.0
"Jordan Howard (CHI, RB)",187.6,13.4,25.2,0.9,4.7,1.9,-0.9,4.0,-0.3,-2.2,6.3,3.2,-0.2
"Jay Ajayi (MIA, RB)",180.4,12.9,23.3,0.9,4.2,1.3,-1.4,6.1,1.8,-0.1,3.5,0.4,-3.0
"Latavius Murray (MIN, RB)",172.7,13.3,23.0,0.9,4.6,1.7,-1.0,2.8,-1.5,-3.3,6.9,3.8,0.4
"Carlos Hyde (SF, RB)",163.1,12.5,20.5,0.9,3.8,1.0,-1.8,5.6,1.3,-0.6,3.2,0.0,-3.3
"Mark Ingram (NO, RB)",173.1,11.5,20.0,1.0,2.8,0.0,-2.8,0.8,-3.6,-5.4,5.5,2.4,-1.0
"Frank Gore (IND, RB)",168.7,11.2,19.0,1.0,2.5,-0.3,-3.1,3.6,-0.7,-2.6,2.3,-0.8,-4.2
"Spencer Ware (KC, RB)",160.9,11.5,18.5,0.9,2.8,-0.0,-2.8,5.2,0.9,-1.0,1.3,-1.8,-5.2
"Lamar Miller (HOU, RB)",160.1,11.4,18.3,0.9,2.7,-0.1,-2.9,3.5,-0.9,-2.7,2.8,-0.3,-3.7
"Tevin Coleman (ATL, RB)",148.2,12.3,18.3,0.8,3.7,0.8,-2.0,4.9,0.6,-1.3,2.9,-0.2,-3.5
"Matt Forte (NYJ, RB)",153.6,11.0,16.9,0.9,2.3,-0.6,-3.3,5.5,1.2,-0.7,-1.0,-4.2,-7.5
"Jeremy Hill (CIN, RB)",155.3,10.4,16.1,1.0,1.7,-1.2,-4.0,2.6,-1.7,-3.6,1.5,-1.7,-5.0
"Isaiah Crowell (CLE, RB)",149.5,10.0,14.9,1.0,1.3,-1.6,-4.4,3.7,-0.7,-2.5,-0.5,-3.6,-7.0
"Todd Gurley (LA, RB)",147.5,9.8,14.5,1.0,1.1,-1.7,-4.5,2.1,-2.2,-4.1,1.1,-2.0,-5.4
